Envi,Formula,rho,p,Group
WSOCnbb,C23H36N2O13,0.572,0.0015,Seosan
WSOCnbb,C23H36O10,0.55,0.0024,Seosan
WSOCnbb,C23H36O10S,0.407,0.0314,Seosan
WSOCnbb,C23H36O11,0.407,0.0314,Seosan
WSOCnbb,C23H36O11S,0.634,3.00E-04,Seosan
WSOCnbb,C23H36O14,0.634,3.00E-04,Seosan
WSOCnbb,C23H36O4,0.058,0.7691,Seosan
WSOCnbb,C23H36O5,0.058,0.7691,Seosan
WSOCnbb,C23H36O5S,0.058,0.7691,Seosan
WSOCnbb,C23H36O6,0.058,0.7691,Seosan
WSOCnbb,C23H36O6S,0.242,0.2145,Seosan
WSOCnbb,C23H36O7,0.403,0.0333,Seosan
WSOCnbb,C23H36O7S,0.338,0.0784,Seosan
WSOCnbb,C23H36O8,0.571,0.0015,Seosan
WSOCnbb,C23H36O8S,0.541,0.003,Seosan
WSOCnbb,C23H36O9,0.58,0.0012,Seosan
WSOCnbb,C23H36O9S,0.612,5.00E-04,Seosan
WSOCnbb,C23H37NO10,0.559,0.002,Seosan
WSOCnbb,C23H37NO10S,0.774,0,Seosan
WSOCnbb,C23H37NO11,0.572,0.0015,Seosan
WSOCnbb,C23H37NO11S,0.672,1.00E-04,Seosan
WSOCnbb,C23H37NO12,0.608,6.00E-04,Seosan
WSOCnbb,C23H37NO12S,0.608,6.00E-04,Seosan
WSOCnbb,C23H37NO4S,0.608,6.00E-04,Seosan
WSOCnbb,C23H37NO5,0.608,6.00E-04,Seosan
WSOCnbb,C23H37NO5S,0.608,6.00E-04,Seosan
WSOCnbb,C23H37NO6,0.608,6.00E-04,Seosan
WSOCnbb,C23H37NO6S,0.608,6.00E-04,Seosan
WSOCnbb,C23H37NO7,0.194,0.3216,Seosan
WSOCnbb,C23H37NO7S,0.194,0.3216,Seosan
WSOCnbb,C23H37NO8,0.491,0.008,Seosan
WSOCnbb,C23H37NO8S,0.491,0.008,Seosan
WSOCnbb,C23H37NO9,0.455,0.0151,Seosan
WSOCnbb,C23H37NO9S,0.561,0.0019,Seosan
WSOCnbb,C23H38N2O12,0.561,0.0019,Seosan
WSOCnbb,C23H38N2O12S,0.561,0.0019,Seosan
WSOCnbb,C23H38O10,0.574,0.0014,Seosan
WSOCnbb,C23H38O10S,0.725,0,Seosan
WSOCnbb,C23H38O11,0.725,0,Seosan
WSOCnbb,C23H38O11S,0.582,0.0012,Seosan
WSOCnbb,C23H38O12S,0.582,0.0012,Seosan
WSOCnbb,C23H38O14,0.582,0.0012,Seosan
WSOCnbb,C23H38O4,0.582,0.0012,Seosan
WSOCnbb,C23H38O5,0.234,0.2304,Seosan
WSOCnbb,C23H38O5S,0.234,0.2304,Seosan
WSOCnbb,C23H38O6,0.355,0.0636,Seosan
WSOCnbb,C23H38O6S,0.318,0.099,Seosan
WSOCnbb,C23H38O7,0.441,0.0189,Seosan
WSOCnbb,C23H38O7S,0.689,1.00E-04,Seosan
WSOCnbb,C23H38O8,0.689,1.00E-04,Seosan
WSOCnbb,C23H38O8S,0.471,0.0114,Seosan
WSOCnbb,C23H38O9,0.499,0.0068,Seosan
WSOCnbb,C23H38O9S,0.641,2.00E-04,Seosan
WSOCnbb,C23H39NO10,0.608,6.00E-04,Seosan
WSOCnbb,C23H39NO10S,0.586,0.0011,Seosan
WSOCnbb,C23H39NO11,0.586,0.0011,Seosan
WSOCnbb,C23H39NO11S,0.801,0,Seosan
WSOCnbb,C23H39NO12S,0.556,0.0021,Seosan
WSOCnbb,C23H39NO5S,0.556,0.0021,Seosan
WSOCnbb,C23H39NO6,0.556,0.0021,Seosan
WSOCnbb,C23H39NO6S,0.556,0.0021,Seosan
WSOCnbb,C23H39NO7,0.556,0.0021,Seosan
WSOCnbb,C23H39NO7S,0.556,0.0021,Seosan
WSOCnbb,C23H39NO8,0.556,0.0021,Seosan
WSOCnbb,C23H39NO9,0.556,0.0021,Seosan
WSOCnbb,C23H39NO9S,0.556,0.0021,Seosan
WSOCnbb,C23H40O10S,0.595,8.00E-04,Seosan
WSOCnbb,C23H40O11S,0.518,0.0048,Seosan
WSOCnbb,C23H40O12S,0.518,0.0048,Seosan
WSOCnbb,C23H40O5,0.518,0.0048,Seosan
WSOCnbb,C23H40O5S,0.518,0.0048,Seosan
WSOCnbb,C23H40O6,0.377,0.0479,Seosan
WSOCnbb,C23H40O6S,0.581,0.0012,Seosan
WSOCnbb,C23H40O7,0.494,0.0075,Seosan
WSOCnbb,C23H40O7S,0.589,0.001,Seosan
WSOCnbb,C23H40O8,0.517,0.0049,Seosan
WSOCnbb,C23H40O8S,0.716,0,Seosan
WSOCnbb,C23H40O9,0.42,0.0261,Seosan
WSOCnbb,C23H40O9S,0.647,2.00E-04,Seosan
WSOCnbb,C23H41NO10S,0.647,2.00E-04,Seosan
WSOCnbb,C23H41NO11S,0.647,2.00E-04,Seosan
WSOCnbb,C23H41NO12S,0.628,3.00E-04,Seosan
WSOCnbb,C23H41NO6S,0.628,3.00E-04,Seosan
WSOCnbb,C23H41NO9S,0.628,3.00E-04,Seosan
WSOCnbb,C23H42O10S,0.555,0.0022,Seosan
WSOCnbb,C23H42O4,0.555,0.0022,Seosan
WSOCnbb,C23H42O5,0.555,0.0022,Seosan
WSOCnbb,C23H42O5S,0.214,0.2731,Seosan
WSOCnbb,C23H42O6,0.24,0.2189,Seosan
WSOCnbb,C23H42O6S,0.445,0.0176,Seosan
WSOCnbb,C23H42O7,0.268,0.1681,Seosan
WSOCnbb,C23H42O7S,0.586,0.001,Seosan
WSOCnbb,C23H42O8S,0.673,1.00E-04,Seosan
WSOCnbb,C23H42O9S,0.68,1.00E-04,Seosan
WSOCnbb,C23H43NO10S,0.495,0.0074,Seosan
WSOCnbb,C23H43NO11S,0.495,0.0074,Seosan
WSOCnbb,C23H43NO9S,0.376,0.0486,Seosan
WSOCnbb,C23H44O3,0.376,0.0486,Seosan
WSOCnbb,C23H44O5,0.376,0.0486,Seosan
WSOCnbb,C23H44O5S,0.17,0.3882,Seosan
WSOCnbb,C23H44O6,0.17,0.3882,Seosan
WSOCnbb,C23H44O6S,0.3,0.1203,Seosan
WSOCnbb,C23H44O7S,0.569,0.0016,Seosan
WSOCnbb,C23H44O8S,0.575,0.0014,Seosan
WSOCnbb,C23H44O9S,0.647,2.00E-04,Seosan
WSOCnbb,C23H45N3O22,0.647,2.00E-04,Seosan
WSOCnbb,C23H45NO9S,0.065,0.7434,Seosan
WSOCnbb,C23H46O2,0.065,0.7434,Seosan
WSOCnbb,C23H46O4S,-0.233,0.2327,Seosan
WSOCnbb,C23H46O5S,0.082,0.6799,Seosan
WSOCnbb,C23H46O6S,0.169,0.3911,Seosan
WSOCnbb,C23H46O7S,0.53,0.0037,Seosan
WSOCnbb,C23H48O4S,-0.148,0.4508,Seosan
WSOCnbb,C23H7NOS,-0.148,0.4508,Seosan
WSOCnbb,C23H8N4S,0.044,0.8229,Seosan
WSOCnbb,C24H12N2O2S,0.044,0.8229,Seosan
WSOCnbb,C24H14O3,0.044,0.8229,Seosan
WSOCnbb,C24H14O4,0.106,0.5921,Seosan
WSOCnbb,C24H14O6,-0.002,0.9936,Seosan
WSOCnbb,C24H14O7,-0.029,0.8819,Seosan
WSOCnbb,C24H14O8,0.226,0.248,Seosan
WSOCnbb,C24H15NO6,0.226,0.248,Seosan
WSOCnbb,C24H15NO7,0.226,0.248,Seosan
WSOCnbb,C24H15NO8,0.226,0.248,Seosan
WSOCnbb,C24H16O10,0.413,0.0288,Seosan
WSOCnbb,C24H16O3,0.413,0.0288,Seosan
WSOCnbb,C24H16O4,0.413,0.0288,Seosan
WSOCnbb,C24H16O5,0.092,0.6422,Seosan
WSOCnbb,C24H16O6,0.071,0.7207,Seosan
WSOCnbb,C24H16O6S,0.071,0.7207,Seosan
WSOCnbb,C24H16O7,0.064,0.7461,Seosan
WSOCnbb,C24H16O7S,0.064,0.7461,Seosan
WSOCnbb,C24H16O8,0.24,0.2181,Seosan
WSOCnbb,C24H16O9,0.182,0.3546,Seosan
WSOCnbb,C24H17NO10,0.182,0.3546,Seosan
WSOCnbb,C24H17NO3,0.182,0.3546,Seosan
WSOCnbb,C24H17NO4,0.182,0.3546,Seosan
WSOCnbb,C24H17NO5,0.182,0.3546,Seosan
WSOCnbb,C24H17NO6,0.048,0.8088,Seosan
WSOCnbb,C24H17NO7,-0.058,0.7693,Seosan
WSOCnbb,C24H17NO8,0.082,0.6771,Seosan
WSOCnbb,C24H17NO9,0.129,0.5142,Seosan
WSOCnbb,C24H18O10,0.081,0.681,Seosan
WSOCnbb,C24H18O11,0.173,0.3789,Seosan
WSOCnbb,C24H18O3,0.173,0.3789,Seosan
WSOCnbb,C24H18O4,0.071,0.7188,Seosan
WSOCnbb,C24H18O5S,0.071,0.7188,Seosan
WSOCnbb,C24H18O6,-0.06,0.7609,Seosan
WSOCnbb,C24H18O6S,-0.06,0.7609,Seosan
WSOCnbb,C24H18O7,-0.075,0.7045,Seosan
WSOCnbb,C24H18O7S,-0.075,0.7045,Seosan
WSOCnbb,C24H18O8,0.039,0.8443,Seosan
WSOCnbb,C24H18O8S,0.039,0.8443,Seosan
WSOCnbb,C24H18O9,0.071,0.7198,Seosan
WSOCnbb,C24H18O9S,0.071,0.7198,Seosan
WSOCnbb,C24H19NO10,0.049,0.8034,Seosan
WSOCnbb,C24H19NO11,0.221,0.2588,Seosan
WSOCnbb,C24H19NO3,0.221,0.2588,Seosan
WSOCnbb,C24H19NO4,0.221,0.2588,Seosan
WSOCnbb,C24H19NO5,-0.166,0.3986,Seosan
WSOCnbb,C24H19NO5S,-0.166,0.3986,Seosan
WSOCnbb,C24H19NO6,-0.028,0.8879,Seosan
WSOCnbb,C24H19NO6S,-0.028,0.8879,Seosan
WSOCnbb,C24H19NO7,-0.068,0.7315,Seosan
WSOCnbb,C24H19NO7S,-0.068,0.7315,Seosan
WSOCnbb,C24H19NO8,0.015,0.9405,Seosan
WSOCnbb,C24H19NO8S,0.015,0.9405,Seosan
WSOCnbb,C24H19NO9,0.128,0.5178,Seosan
WSOCnbb,C24H19NO9S,0.128,0.5178,Seosan
WSOCnbb,C24H20N2O7,0.128,0.5178,Seosan
WSOCnbb,C24H20N2O8,0.128,0.5178,Seosan
WSOCnbb,C24H20O10,0.119,0.5453,Seosan
WSOCnbb,C24H20O10S,0.119,0.5453,Seosan
WSOCnbb,C24H20O11,-0.027,0.8928,Seosan
WSOCnbb,C24H20O12,0.042,0.8301,Seosan
WSOCnbb,C24H20O2,0.042,0.8301,Seosan
WSOCnbb,C24H20O3,0.042,0.8301,Seosan
WSOCnbb,C24H20O4,0.042,0.8301,Seosan
WSOCnbb,C24H20O5S,0.042,0.8301,Seosan
WSOCnbb,C24H20O6,-0.17,0.388,Seosan
WSOCnbb,C24H20O6S,-0.17,0.388,Seosan
WSOCnbb,C24H20O7,-0.187,0.3416,Seosan
WSOCnbb,C24H20O7S,-0.187,0.3416,Seosan
WSOCnbb,C24H20O8,-0.139,0.4805,Seosan
WSOCnbb,C24H20O8S,-0.139,0.4805,Seosan
WSOCnbb,C24H20O9,-0.003,0.9868,Seosan
WSOCnbb,C24H20O9S,-0.003,0.9868,Seosan
WSOCnbb,C24H21NO10,-0.069,0.7273,Seosan
WSOCnbb,C24H21NO10S,-0.069,0.7273,Seosan
WSOCnbb,C24H21NO11,0.063,0.7518,Seosan
WSOCnbb,C24H21NO12,0.279,0.1499,Seosan
WSOCnbb,C24H21NO3,0.279,0.1499,Seosan
WSOCnbb,C24H21NO4,0.279,0.1499,Seosan
WSOCnbb,C24H21NO5,-0.074,0.7064,Seosan
WSOCnbb,C24H21NO5S,-0.074,0.7064,Seosan
WSOCnbb,C24H21NO6,-0.145,0.4614,Seosan
WSOCnbb,C24H21NO6S,-0.145,0.4614,Seosan
WSOCnbb,C24H21NO7,-0.083,0.6759,Seosan
WSOCnbb,C24H21NO7S,-0.083,0.6759,Seosan
WSOCnbb,C24H21NO8,-0.065,0.7419,Seosan
WSOCnbb,C24H21NO8S,-0.065,0.7419,Seosan
WSOCnbb,C24H21NO9,0.057,0.7736,Seosan
WSOCnbb,C24H21NO9S,0.057,0.7736,Seosan
WSOCnbb,C24H22N2O6,0.057,0.7736,Seosan
WSOCnbb,C24H22N2O7,0.057,0.7736,Seosan
WSOCnbb,C24H22N2O8,0.057,0.7736,Seosan
WSOCnbb,C24H22N2O9,0.057,0.7736,Seosan
WSOCnbb,C24H22O,0.057,0.7736,Seosan
WSOCnbb,C24H22O10,0.029,0.8835,Seosan
WSOCnbb,C24H22O10S,-0.241,0.2167,Seosan
WSOCnbb,C24H22O11,-0.128,0.5164,Seosan
WSOCnbb,C24H22O11S,-0.128,0.5164,Seosan
WSOCnbb,C24H22O12,-0.088,0.657,Seosan
WSOCnbb,C24H22O13,-0.231,0.237,Seosan
WSOCnbb,C24H22O4,-0.094,0.6357,Seosan
WSOCnbb,C24H22O5,0.022,0.9105,Seosan
WSOCnbb,C24H22O5S,0.022,0.9105,Seosan
WSOCnbb,C24H22O6,-0.227,0.2462,Seosan
WSOCnbb,C24H22O6S,-0.227,0.2462,Seosan
WSOCnbb,C24H22O7,-0.301,0.1195,Seosan
WSOCnbb,C24H22O7S,-0.301,0.1195,Seosan
WSOCnbb,C24H22O8,-0.239,0.2203,Seosan
WSOCnbb,C24H22O8S,-0.448,0.0167,Seosan
WSOCnbb,C24H22O9,-0.101,0.6101,Seosan
WSOCnbb,C24H22O9S,-0.246,0.2067,Seosan
WSOCnbb,C24H23NO10,-0.29,0.135,Seosan
WSOCnbb,C24H23NO10S,-0.29,0.135,Seosan
WSOCnbb,C24H23NO11,-0.051,0.797,Seosan
WSOCnbb,C24H23NO11S,-0.051,0.797,Seosan
WSOCnbb,C24H23NO12,0.258,0.1857,Seosan
WSOCnbb,C24H23NO13,0.032,0.8734,Seosan
WSOCnbb,C24H23NO3,0.032,0.8734,Seosan
WSOCnbb,C24H23NO4,0.032,0.8734,Seosan
WSOCnbb,C24H23NO5,-0.11,0.5757,Seosan
WSOCnbb,C24H23NO5S,-0.11,0.5757,Seosan
WSOCnbb,C24H23NO6,-0.132,0.5034,Seosan
WSOCnbb,C24H23NO6S,-0.132,0.5034,Seosan
WSOCnbb,C24H23NO7,-0.118,0.5491,Seosan
WSOCnbb,C24H23NO7S,-0.118,0.5491,Seosan
WSOCnbb,C24H23NO8,-0.116,0.5565,Seosan
WSOCnbb,C24H23NO8S,-0.116,0.5565,Seosan
WSOCnbb,C24H23NO9,-0.171,0.3834,Seosan
WSOCnbb,C24H23NO9S,-0.171,0.3834,Seosan
WSOCnbb,C24H24N2O10,-0.242,0.2151,Seosan
WSOCnbb,C24H24N2O6,-0.242,0.2151,Seosan
WSOCnbb,C24H24N2O7,-0.18,0.3589,Seosan
WSOCnbb,C24H24N2O8,-0.156,0.4284,Seosan
WSOCnbb,C24H24N2O8S,-0.156,0.4284,Seosan
WSOCnbb,C24H24N2O9,-0.309,0.1098,Seosan
WSOCnbb,C24H24N2O9S,-0.309,0.1098,Seosan
WSOCnbb,C24H24O10,-0.39,0.0403,Seosan
WSOCnbb,C24H24O10S,-0.04,0.8407,Seosan
WSOCnbb,C24H24O11,-0.291,0.1335,Seosan
WSOCnbb,C24H24O11S,0.002,0.9929,Seosan
WSOCnbb,C24H24O12,-0.029,0.8844,Seosan
WSOCnbb,C24H24O3,-0.029,0.8844,Seosan
WSOCnbb,C24H24O4,-0.17,0.3863,Seosan
WSOCnbb,C24H24O5,-0.017,0.9328,Seosan
WSOCnbb,C24H24O5S,-0.017,0.9328,Seosan
WSOCnbb,C24H24O6,-0.219,0.2618,Seosan
WSOCnbb,C24H24O6S,-0.219,0.2618,Seosan
WSOCnbb,C24H24O7,-0.246,0.2064,Seosan
WSOCnbb,C24H24O7S,-0.246,0.2064,Seosan
WSOCnbb,C24H24O8,-0.244,0.2117,Seosan
WSOCnbb,C24H24O8S,-0.244,0.2117,Seosan
WSOCnbb,C24H24O9,-0.059,0.7651,Seosan
WSOCnbb,C24H24O9S,-0.175,0.3738,Seosan
WSOCnbb,C24H24OS,-0.175,0.3738,Seosan
WSOCnbb,C24H25NO10,-0.032,0.8704,Seosan
WSOCnbb,C24H25NO10S,-0.032,0.8704,Seosan
WSOCnbb,C24H25NO11,0.235,0.228,Seosan
WSOCnbb,C24H25NO11S,0.235,0.228,Seosan
WSOCnbb,C24H25NO12,-0.393,0.0387,Seosan
WSOCnbb,C24H25NO13,0.153,0.4355,Seosan
WSOCnbb,C24H25NO4,0.153,0.4355,Seosan
WSOCnbb,C24H25NO5,-0.071,0.7207,Seosan
WSOCnbb,C24H25NO5S,-0.071,0.7207,Seosan
WSOCnbb,C24H25NO6,-0.179,0.3634,Seosan
WSOCnbb,C24H25NO6S,-0.179,0.3634,Seosan
WSOCnbb,C24H25NO7,-0.182,0.3533,Seosan
WSOCnbb,C24H25NO7S,-0.309,0.11,Seosan
WSOCnbb,C24H25NO8,-0.158,0.4214,Seosan
WSOCnbb,C24H25NO8S,-0.219,0.263,Seosan
WSOCnbb,C24H25NO9,-0.062,0.7524,Seosan
WSOCnbb,C24H25NO9S,-0.062,0.7524,Seosan
WSOCnbb,C24H26N2O10,-0.236,0.2272,Seosan
WSOCnbb,C24H26N2O10S,-0.236,0.2272,Seosan
WSOCnbb,C24H26N2O11,-0.189,0.3348,Seosan
WSOCnbb,C24H26N2O7,-0.189,0.3348,Seosan
WSOCnbb,C24H26N2O7S,-0.189,0.3348,Seosan
WSOCnbb,C24H26N2O8,-0.034,0.8635,Seosan
WSOCnbb,C24H26N2O8S,-0.034,0.8635,Seosan
WSOCnbb,C24H26N2O9,-0.013,0.9494,Seosan
WSOCnbb,C24H26N2O9S,-0.013,0.9494,Seosan
WSOCnbb,C24H26O10,-0.42,0.0261,Seosan
WSOCnbb,C24H26O10S,-0.005,0.9816,Seosan
WSOCnbb,C24H26O11,-0.477,0.0103,Seosan
WSOCnbb,C24H26O11S,0.004,0.9832,Seosan
WSOCnbb,C24H26O12,0.084,0.6713,Seosan
WSOCnbb,C24H26O13,0.388,0.0414,Seosan
WSOCnbb,C24H26O3,0.388,0.0414,Seosan
WSOCnbb,C24H26O4,0.388,0.0414,Seosan
WSOCnbb,C24H26O5S,0.388,0.0414,Seosan
WSOCnbb,C24H26O6,-0.18,0.3592,Seosan
WSOCnbb,C24H26O6S,-0.18,0.3592,Seosan
WSOCnbb,C24H26O7,-0.166,0.3974,Seosan
WSOCnbb,C24H26O7S,-0.166,0.3974,Seosan
WSOCnbb,C24H26O8,-0.123,0.5342,Seosan
WSOCnbb,C24H26O8S,-0.123,0.5342,Seosan
WSOCnbb,C24H26O9,-0.392,0.0393,Seosan
WSOCnbb,C24H26O9S,-0.083,0.6737,Seosan
WSOCnbb,C24H27NO10,0.054,0.7842,Seosan
WSOCnbb,C24H27NO10S,0.054,0.7842,Seosan
WSOCnbb,C24H27NO11,0.472,0.0111,Seosan
WSOCnbb,C24H27NO11S,0.472,0.0111,Seosan
WSOCnbb,C24H27NO12,0.518,0.0048,Seosan
WSOCnbb,C24H27NO13,0.44,0.0192,Seosan
WSOCnbb,C24H27NO5,-0.051,0.7948,Seosan
WSOCnbb,C24H27NO5S,-0.051,0.7948,Seosan
WSOCnbb,C24H27NO6,-0.119,0.5462,Seosan
WSOCnbb,C24H27NO6S,-0.119,0.5462,Seosan
WSOCnbb,C24H27NO7,-0.187,0.34,Seosan
WSOCnbb,C24H27NO7S,-0.187,0.34,Seosan
WSOCnbb,C24H27NO8,-0.071,0.7211,Seosan
WSOCnbb,C24H27NO8S,-0.071,0.7211,Seosan
WSOCnbb,C24H27NO9,-0.052,0.7927,Seosan
WSOCnbb,C24H27NO9S,-0.052,0.7927,Seosan
WSOCnbb,C24H28N2O6,-0.052,0.7927,Seosan
WSOCnbb,C24H28N2O7,-0.052,0.7927,Seosan
WSOCnbb,C24H28N2O8,-0.052,0.7927,Seosan
WSOCnbb,C24H28N2O8S,-0.052,0.7927,Seosan
WSOCnbb,C24H28N2O9,-0.052,0.7927,Seosan
WSOCnbb,C24H28N2O9S,-0.052,0.7927,Seosan
WSOCnbb,C24H28O10,0.019,0.9216,Seosan
WSOCnbb,C24H28O10S,-0.12,0.5415,Seosan
WSOCnbb,C24H28O11,0.417,0.0272,Seosan
WSOCnbb,C24H28O12,0.305,0.1142,Seosan
WSOCnbb,C24H28O13,0.43,0.0225,Seosan
WSOCnbb,C24H28O5,0.43,0.0225,Seosan
WSOCnbb,C24H28O5S,0.43,0.0225,Seosan
WSOCnbb,C24H28O6,-0.038,0.8465,Seosan
WSOCnbb,C24H28O6S,-0.038,0.8465,Seosan
WSOCnbb,C24H28O7,-0.056,0.7757,Seosan
WSOCnbb,C24H28O7S,-0.056,0.7757,Seosan
WSOCnbb,C24H28O8,0.132,0.5032,Seosan
WSOCnbb,C24H28O8S,0.132,0.5032,Seosan
WSOCnbb,C24H28O9,-0.339,0.0774,Seosan
WSOCnbb,C24H28O9S,-0.076,0.6997,Seosan
WSOCnbb,C24H29NO10,0.479,0.0099,Seosan
WSOCnbb,C24H29NO10S,0.479,0.0099,Seosan
WSOCnbb,C24H29NO11,0.433,0.0214,Seosan
WSOCnbb,C24H29NO12,0.458,0.0142,Seosan
WSOCnbb,C24H29NO13,0.406,0.0321,Seosan
WSOCnbb,C24H29NO5,-0.076,0.7011,Seosan
WSOCnbb,C24H29NO5S,-0.076,0.7011,Seosan
WSOCnbb,C24H29NO6,-0.156,0.4276,Seosan
WSOCnbb,C24H29NO6S,-0.156,0.4276,Seosan
WSOCnbb,C24H29NO7,-0.066,0.7388,Seosan
WSOCnbb,C24H29NO7S,-0.066,0.7388,Seosan
WSOCnbb,C24H29NO8,0.066,0.7377,Seosan
WSOCnbb,C24H29NO8S,0.066,0.7377,Seosan
WSOCnbb,C24H29NO9,0.262,0.1787,Seosan
WSOCnbb,C24H29NO9S,0.262,0.1787,Seosan
WSOCnbb,C24H30N2O7,0.262,0.1787,Seosan
WSOCnbb,C24H30N2O8,0.262,0.1787,Seosan
WSOCnbb,C24H30N2O9,0.262,0.1787,Seosan
WSOCnbb,C24H30O10,0.5,0.0068,Seosan
WSOCnbb,C24H30O11,0.605,6.00E-04,Seosan
WSOCnbb,C24H30O12,0.296,0.1265,Seosan
WSOCnbb,C24H30O5,-0.101,0.6108,Seosan
WSOCnbb,C24H30O5S,-0.101,0.6108,Seosan
WSOCnbb,C24H30O6,-0.101,0.6108,Seosan
WSOCnbb,C24H30O6S,-0.101,0.6108,Seosan
WSOCnbb,C24H30O7,-0.101,0.6108,Seosan
WSOCnbb,C24H30O7S,-0.101,0.6108,Seosan
WSOCnbb,C24H30O8S,-0.101,0.6108,Seosan
WSOCnbb,C24H30O9,0.389,0.0407,Seosan
WSOCnbb,C24H30O9S,0.389,0.0407,Seosan
WSOCnbb,C24H31NO10,0.544,0.0028,Seosan
WSOCnbb,C24H31NO10S,0.544,0.0028,Seosan
WSOCnbb,C24H31NO11,0.62,4.00E-04,Seosan
WSOCnbb,C24H31NO12,0.49,0.0082,Seosan
WSOCnbb,C24H31NO5,-0.044,0.8232,Seosan
WSOCnbb,C24H31NO5S,-0.044,0.8232,Seosan
WSOCnbb,C24H31NO6S,-0.044,0.8232,Seosan
WSOCnbb,C24H31NO7,0.012,0.9525,Seosan
WSOCnbb,C24H31NO7S,0.012,0.9525,Seosan
WSOCnbb,C24H31NO8,0.168,0.3927,Seosan
WSOCnbb,C24H31NO8S,0.168,0.3927,Seosan
WSOCnbb,C24H31NO9,0.405,0.0325,Seosan
WSOCnbb,C24H31NO9S,0.405,0.0325,Seosan
WSOCnbb,C24H32N2O7,0.405,0.0325,Seosan
WSOCnbb,C24H32N2O8,-0.183,0.3501,Seosan
WSOCnbb,C24H32O10,0.615,5.00E-04,Seosan
WSOCnbb,C24H32O10S,0.202,0.3015,Seosan
WSOCnbb,C24H32O11,0.335,0.0817,Seosan
WSOCnbb,C24H32O12,0.208,0.288,Seosan
WSOCnbb,C24H32O4,-0.206,0.2931,Seosan
WSOCnbb,C24H32O6,-0.206,0.2931,Seosan
WSOCnbb,C24H32O6S,-0.206,0.2931,Seosan
WSOCnbb,C24H32O7,-0.206,0.2931,Seosan
WSOCnbb,C24H32O7S,-0.206,0.2931,Seosan
WSOCnbb,C24H32O8,0.334,0.082,Seosan
WSOCnbb,C24H32O8S,0.334,0.082,Seosan
WSOCnbb,C24H32O9,0.452,0.0157,Seosan
WSOCnbb,C24H32O9S,0.181,0.3557,Seosan
WSOCnbb,C24H32S,0.181,0.3557,Seosan
WSOCnbb,C24H33NO10,0.55,0.0025,Seosan
WSOCnbb,C24H33NO11,0.614,5.00E-04,Seosan
WSOCnbb,C24H33NO12,0.423,0.0249,Seosan
WSOCnbb,C24H33NO5,0.423,0.0249,Seosan
WSOCnbb,C24H33NO5S,0.423,0.0249,Seosan
WSOCnbb,C24H33NO6,-0.106,0.5922,Seosan
WSOCnbb,C24H33NO6S,-0.106,0.5922,Seosan
WSOCnbb,C24H33NO7,-0.197,0.3149,Seosan
WSOCnbb,C24H33NO7S,-0.197,0.3149,Seosan
WSOCnbb,C24H33NO8,0.019,0.9251,Seosan
WSOCnbb,C24H33NO8S,0.019,0.9251,Seosan
WSOCnbb,C24H33NO9,0.517,0.0049,Seosan
WSOCnbb,C24H33NO9S,0.517,0.0049,Seosan
WSOCnbb,C24H34N2O8,0.517,0.0049,Seosan
WSOCnbb,C24H34O10,0.388,0.0416,Seosan
WSOCnbb,C24H34O10S,0.496,0.0073,Seosan
WSOCnbb,C24H34O11,0.559,0.002,Seosan
WSOCnbb,C24H34O11S,0.634,3.00E-04,Seosan
WSOCnbb,C24H34O12,0.545,0.0027,Seosan
WSOCnbb,C24H34O4,0.545,0.0027,Seosan
WSOCnbb,C24H34O6S,0.545,0.0027,Seosan
WSOCnbb,C24H34O7,0.545,0.0027,Seosan
WSOCnbb,C24H34O7S,0.545,0.0027,Seosan
WSOCnbb,C24H34O7S2,0.113,0.5652,Seosan
WSOCnbb,C24H34O8,0.386,0.0425,Seosan
WSOCnbb,C24H34O8S,-0.048,0.8103,Seosan
WSOCnbb,C24H34O9,0.567,0.0017,Seosan
WSOCnbb,C24H34O9S,0.479,0.0099,Seosan
WSOCnbb,C24H35NO10,0.475,0.0106,Seosan
WSOCnbb,C24H35NO11,0.64,2.00E-04,Seosan
WSOCnbb,C24H35NO12,0.545,0.0027,Seosan
WSOCnbb,C24H35NO12S,0.433,0.0213,Seosan
WSOCnbb,C24H35NO13,0.433,0.0213,Seosan
WSOCnbb,C24H35NO3S2,0.433,0.0213,Seosan
WSOCnbb,C24H35NO5,0.433,0.0213,Seosan
WSOCnbb,C24H35NO5S,0.433,0.0213,Seosan
WSOCnbb,C24H35NO6,0.007,0.9708,Seosan
WSOCnbb,C24H35NO6S,0.007,0.9708,Seosan
WSOCnbb,C24H35NO7,0.056,0.7782,Seosan
WSOCnbb,C24H35NO7S,0.056,0.7782,Seosan
WSOCnbb,C24H35NO8,0.344,0.073,Seosan
WSOCnbb,C24H35NO8S,0.344,0.073,Seosan
WSOCnbb,C24H35NO9,0.465,0.0127,Seosan
WSOCnbb,C24H35NO9S,0.465,0.0127,Seosan
WSOCnbb,C24H35NS2,0.465,0.0127,Seosan
WSOCnbb,C24H36N2O10,-0.162,0.4108,Seosan
WSOCnbb,C24H36N2O11S,-0.162,0.4108,Seosan
WSOCnbb,C24H36O10,0.522,0.0044,Seosan
WSOCnbb,C24H36O10S,0.672,1.00E-04,Seosan
WSOCnbb,C24H36O11,0.464,0.013,Seosan
WSOCnbb,C24H36O11S,0.531,0.0036,Seosan
WSOCnbb,C24H36O4,0.531,0.0036,Seosan
