Envi,Formula,rho,p,Group
WSOCnbb,C24H36O5,0.531,0.0036,Seosan
WSOCnbb,C24H36O5S,0.531,0.0036,Seosan
WSOCnbb,C24H36O6,0.531,0.0036,Seosan
WSOCnbb,C24H36O6S,-0.391,0.0395,Seosan
WSOCnbb,C24H36O7,0.325,0.0914,Seosan
WSOCnbb,C24H36O7S,0.238,0.2216,Seosan
WSOCnbb,C24H36O8,0.429,0.0229,Seosan
WSOCnbb,C24H36O8S,0.522,0.0044,Seosan
WSOCnbb,C24H36O9,0.538,0.0031,Seosan
WSOCnbb,C24H36O9S,0.684,1.00E-04,Seosan
WSOCnbb,C24H37NO10,0.637,3.00E-04,Seosan
WSOCnbb,C24H37NO10S,0.495,0.0074,Seosan
WSOCnbb,C24H37NO11,0.504,0.0063,Seosan
WSOCnbb,C24H37NO11S,0.771,0,Seosan
WSOCnbb,C24H37NO12,0.537,0.0032,Seosan
WSOCnbb,C24H37NO12S,0.537,0.0032,Seosan
WSOCnbb,C24H37NO2S2,0.537,0.0032,Seosan
WSOCnbb,C24H37NO5,0.537,0.0032,Seosan
WSOCnbb,C24H37NO5S,0.537,0.0032,Seosan
WSOCnbb,C24H37NO6,0.537,0.0032,Seosan
WSOCnbb,C24H37NO6S,0.537,0.0032,Seosan
WSOCnbb,C24H37NO7,0.061,0.7573,Seosan
WSOCnbb,C24H37NO7S,0.061,0.7573,Seosan
WSOCnbb,C24H37NO8,0.32,0.0971,Seosan
WSOCnbb,C24H37NO8S,0.32,0.0971,Seosan
WSOCnbb,C24H37NO9,0.554,0.0022,Seosan
WSOCnbb,C24H37NO9S,0.554,0.0022,Seosan
WSOCnbb,C24H38N2O12,0.554,0.0022,Seosan
WSOCnbb,C24H38O10,0.544,0.0028,Seosan
WSOCnbb,C24H38O10S,0.701,0,Seosan
WSOCnbb,C24H38O11S,0.611,6.00E-04,Seosan
WSOCnbb,C24H38O12,0.611,6.00E-04,Seosan
WSOCnbb,C24H38O12S,0.611,6.00E-04,Seosan
WSOCnbb,C24H38O14,0.611,6.00E-04,Seosan
WSOCnbb,C24H38O4,-0.08,0.6859,Seosan
WSOCnbb,C24H38O5,-0.08,0.6859,Seosan
WSOCnbb,C24H38O6,0.201,0.304,Seosan
WSOCnbb,C24H38O6S,0.142,0.4715,Seosan
WSOCnbb,C24H38O7,0.364,0.0569,Seosan
WSOCnbb,C24H38O7S,0.253,0.1943,Seosan
WSOCnbb,C24H38O8,0.435,0.0207,Seosan
WSOCnbb,C24H38O8S,0.564,0.0018,Seosan
WSOCnbb,C24H38O9,0.518,0.0047,Seosan
WSOCnbb,C24H38O9S,0.713,0,Seosan
WSOCnbb,C24H39NO10,0.563,0.0018,Seosan
WSOCnbb,C24H39NO10S,0.563,0.0018,Seosan
WSOCnbb,C24H39NO11,0.62,4.00E-04,Seosan
WSOCnbb,C24H39NO11S,0.62,4.00E-04,Seosan
WSOCnbb,C24H39NO12,0.501,0.0066,Seosan
WSOCnbb,C24H39NO5,0.501,0.0066,Seosan
WSOCnbb,C24H39NO6,0.501,0.0066,Seosan
WSOCnbb,C24H39NO6S,0.501,0.0066,Seosan
WSOCnbb,C24H39NO7,0.501,0.0066,Seosan
WSOCnbb,C24H39NO7S,0.501,0.0066,Seosan
WSOCnbb,C24H39NO8,0.501,0.0066,Seosan
WSOCnbb,C24H39NO8S,0.501,0.0066,Seosan
WSOCnbb,C24H39NO9,0.479,0.01,Seosan
WSOCnbb,C24H39NO9S,0.479,0.01,Seosan
WSOCnbb,C24H40N2O12,0.479,0.01,Seosan
WSOCnbb,C24H40O10,0.504,0.0063,Seosan
WSOCnbb,C24H40O10S,0.597,8.00E-04,Seosan
WSOCnbb,C24H40O11,0.597,8.00E-04,Seosan
WSOCnbb,C24H40O11S,0.651,2.00E-04,Seosan
WSOCnbb,C24H40O12S,0.674,1.00E-04,Seosan
WSOCnbb,C24H40O14,0.674,1.00E-04,Seosan
WSOCnbb,C24H40O15S,0.674,1.00E-04,Seosan
WSOCnbb,C24H40O4,0.674,1.00E-04,Seosan
WSOCnbb,C24H40O5,0.087,0.66,Seosan
WSOCnbb,C24H40O6,0.252,0.1955,Seosan
WSOCnbb,C24H40O6S,0.252,0.1955,Seosan
WSOCnbb,C24H40O7,0.412,0.0295,Seosan
WSOCnbb,C24H40O7S,0.653,2.00E-04,Seosan
WSOCnbb,C24H40O8,0.653,2.00E-04,Seosan
WSOCnbb,C24H40O8S,0.642,2.00E-04,Seosan
WSOCnbb,C24H40O9,0.537,0.0032,Seosan
WSOCnbb,C24H40O9S,0.721,0,Seosan
WSOCnbb,C24H41NO10,0.721,0,Seosan
WSOCnbb,C24H41NO10S,0.721,0,Seosan
WSOCnbb,C24H41NO11,0.721,0,Seosan
WSOCnbb,C24H41NO11S,0.721,0,Seosan
WSOCnbb,C24H41NO12S,0.721,0,Seosan
WSOCnbb,C24H41NO6S,0.721,0,Seosan
WSOCnbb,C24H41NO9,0.721,0,Seosan
WSOCnbb,C24H42O10S,0.651,2.00E-04,Seosan
WSOCnbb,C24H42O11S,0.654,2.00E-04,Seosan
WSOCnbb,C24H42O12S,0.654,2.00E-04,Seosan
WSOCnbb,C24H42O4,0.654,2.00E-04,Seosan
WSOCnbb,C24H42O4S,0.654,2.00E-04,Seosan
WSOCnbb,C24H42O5,0.141,0.4743,Seosan
WSOCnbb,C24H42O6,0.336,0.0805,Seosan
WSOCnbb,C24H42O6S,0.336,0.0805,Seosan
WSOCnbb,C24H42O7,0.455,0.0151,Seosan
WSOCnbb,C24H42O7S,0.63,3.00E-04,Seosan
WSOCnbb,C24H42O8,0.495,0.0075,Seosan
WSOCnbb,C24H42O8S,0.582,0.0011,Seosan
WSOCnbb,C24H42O9,0.549,0.0025,Seosan
WSOCnbb,C24H42O9S,0.72,0,Seosan
WSOCnbb,C24H43NO10S,0.72,0,Seosan
WSOCnbb,C24H43NO11S,0.72,0,Seosan
WSOCnbb,C24H43NO12S,0.72,0,Seosan
WSOCnbb,C24H44O10S,0.538,0.0031,Seosan
WSOCnbb,C24H44O15,0.538,0.0031,Seosan
WSOCnbb,C24H44O4,0.538,0.0031,Seosan
WSOCnbb,C24H44O4S,0.538,0.0031,Seosan
WSOCnbb,C24H44O5,0.201,0.3051,Seosan
WSOCnbb,C24H44O6,0.201,0.3051,Seosan
WSOCnbb,C24H44O6S,0.415,0.0281,Seosan
WSOCnbb,C24H44O7,0.338,0.0781,Seosan
WSOCnbb,C24H44O7S,0.552,0.0023,Seosan
WSOCnbb,C24H44O8,0.552,0.0023,Seosan
WSOCnbb,C24H44O8S,0.591,9.00E-04,Seosan
WSOCnbb,C24H44O9S,0.668,1.00E-04,Seosan
WSOCnbb,C24H45NO10S,0.322,0.0942,Seosan
WSOCnbb,C24H45NO9S,-0.002,0.9932,Seosan
WSOCnbb,C24H46N4O23,-0.002,0.9932,Seosan
WSOCnbb,C24H46O2,-0.002,0.9932,Seosan
WSOCnbb,C24H46O4S,-0.002,0.9932,Seosan
WSOCnbb,C24H46O5,-0.069,0.7269,Seosan
WSOCnbb,C24H46O5S,-0.054,0.7856,Seosan
WSOCnbb,C24H46O6,-0.054,0.7856,Seosan
WSOCnbb,C24H46O6S,0.348,0.0695,Seosan
WSOCnbb,C24H46O7S,0.502,0.0064,Seosan
WSOCnbb,C24H46O8S,0.436,0.0203,Seosan
WSOCnbb,C24H46O9S,0.64,2.00E-04,Seosan
WSOCnbb,C24H47NO5,0.64,2.00E-04,Seosan
WSOCnbb,C24H47NO6,0.64,2.00E-04,Seosan
WSOCnbb,C24H47NO8S,-0.463,0.0132,Seosan
WSOCnbb,C24H47NO9S,-0.072,0.7169,Seosan
WSOCnbb,C24H48O14,-0.072,0.7169,Seosan
WSOCnbb,C24H48O3,-0.072,0.7169,Seosan
WSOCnbb,C24H48O4S,-0.072,0.7169,Seosan
WSOCnbb,C24H48O5S,0.078,0.694,Seosan
WSOCnbb,C24H48O6S,0.089,0.6516,Seosan
WSOCnbb,C24H48O7S,0.41,0.0304,Seosan
WSOCnbb,C24H49NO5,0.41,0.0304,Seosan
WSOCnbb,C24H49NO7S,0.41,0.0304,Seosan
WSOCnbb,C24H50O13,0.41,0.0304,Seosan
WSOCnbb,C24H50O4S,0.011,0.9559,Seosan
WSOCnbb,C24H50O5S,0.011,0.9559,Seosan
WSOCnbb,C24H8N2O2S,0.011,0.9559,Seosan
WSOCnbb,C25H10N2OS,0.011,0.9559,Seosan
WSOCnbb,C25H14N2OS,0.011,0.9559,Seosan
WSOCnbb,C25H14O5,0.011,0.9559,Seosan
WSOCnbb,C25H14O6,0.011,0.9559,Seosan
WSOCnbb,C25H14O7,0.011,0.9559,Seosan
WSOCnbb,C25H14O8,0.011,0.9559,Seosan
WSOCnbb,C25H16O10,0.011,0.9559,Seosan
WSOCnbb,C25H16O4,0.011,0.9559,Seosan
WSOCnbb,C25H16O5,0.011,0.9559,Seosan
WSOCnbb,C25H16O6,0.086,0.6628,Seosan
WSOCnbb,C25H16O7,0.021,0.9162,Seosan
WSOCnbb,C25H16O8,0.145,0.4615,Seosan
WSOCnbb,C25H16O9,0.209,0.2854,Seosan
WSOCnbb,C25H17NO5,0.209,0.2854,Seosan
WSOCnbb,C25H17NO6,0.209,0.2854,Seosan
WSOCnbb,C25H17NO7,0.209,0.2854,Seosan
WSOCnbb,C25H17NO8,0.209,0.2854,Seosan
WSOCnbb,C25H17NO9,0.209,0.2854,Seosan
WSOCnbb,C25H18N2O7,0.209,0.2854,Seosan
WSOCnbb,C25H18O10,0.364,0.0569,Seosan
WSOCnbb,C25H18O3,0.364,0.0569,Seosan
WSOCnbb,C25H18O4,0.364,0.0569,Seosan
WSOCnbb,C25H18O6,-0.143,0.4683,Seosan
WSOCnbb,C25H18O6S,-0.143,0.4683,Seosan
WSOCnbb,C25H18O7,-0.038,0.8487,Seosan
WSOCnbb,C25H18O7S,-0.038,0.8487,Seosan
WSOCnbb,C25H18O8,0.049,0.8056,Seosan
WSOCnbb,C25H18O8S,0.049,0.8056,Seosan
WSOCnbb,C25H18O9,-0.016,0.9361,Seosan
WSOCnbb,C25H18S,-0.016,0.9361,Seosan
WSOCnbb,C25H19NO10,-0.084,0.6695,Seosan
WSOCnbb,C25H19NO3,-0.084,0.6695,Seosan
WSOCnbb,C25H19NO4,-0.084,0.6695,Seosan
WSOCnbb,C25H19NO5,-0.084,0.6695,Seosan
WSOCnbb,C25H19NO6,-0.052,0.793,Seosan
WSOCnbb,C25H19NO6S,-0.052,0.793,Seosan
WSOCnbb,C25H19NO7,-0.016,0.9361,Seosan
WSOCnbb,C25H19NO7S,-0.016,0.9361,Seosan
WSOCnbb,C25H19NO8,0.11,0.5771,Seosan
WSOCnbb,C25H19NO8S,0.11,0.5771,Seosan
WSOCnbb,C25H19NO9,-0.13,0.5086,Seosan
WSOCnbb,C25H20O10,0.022,0.9097,Seosan
WSOCnbb,C25H20O10S,0.022,0.9097,Seosan
WSOCnbb,C25H20O11,0.082,0.678,Seosan
WSOCnbb,C25H20O12,0.113,0.5669,Seosan
WSOCnbb,C25H20O3,0.113,0.5669,Seosan
WSOCnbb,C25H20O4,0.11,0.5791,Seosan
WSOCnbb,C25H20O5,0.11,0.5791,Seosan
WSOCnbb,C25H20O5S,0.11,0.5791,Seosan
WSOCnbb,C25H20O6,-0.085,0.6678,Seosan
WSOCnbb,C25H20O6S,-0.085,0.6678,Seosan
WSOCnbb,C25H20O7,-0.12,0.5435,Seosan
WSOCnbb,C25H20O7S,-0.12,0.5435,Seosan
WSOCnbb,C25H20O8,-0.072,0.7169,Seosan
WSOCnbb,C25H20O8S,-0.072,0.7169,Seosan
WSOCnbb,C25H20O9,0.01,0.9587,Seosan
WSOCnbb,C25H20O9S,0.01,0.9587,Seosan
WSOCnbb,C25H21NO10,0.031,0.8748,Seosan
WSOCnbb,C25H21NO10S,0.031,0.8748,Seosan
WSOCnbb,C25H21NO11,0.223,0.2532,Seosan
WSOCnbb,C25H21NO12,0.102,0.6044,Seosan
WSOCnbb,C25H21NO3,0.102,0.6044,Seosan
WSOCnbb,C25H21NO5,-0.091,0.6441,Seosan
WSOCnbb,C25H21NO5S,-0.091,0.6441,Seosan
WSOCnbb,C25H21NO6,-0.052,0.7926,Seosan
WSOCnbb,C25H21NO6S,-0.052,0.7926,Seosan
WSOCnbb,C25H21NO7,-0.049,0.8034,Seosan
WSOCnbb,C25H21NO7S,-0.049,0.8034,Seosan
WSOCnbb,C25H21NO8,-0.036,0.8552,Seosan
WSOCnbb,C25H21NO8S,-0.036,0.8552,Seosan
WSOCnbb,C25H21NO9,-0.048,0.8098,Seosan
WSOCnbb,C25H21NO9S,-0.048,0.8098,Seosan
WSOCnbb,C25H22O10,0.058,0.7693,Seosan
WSOCnbb,C25H22O10S,0.058,0.7693,Seosan
WSOCnbb,C25H22O11,-0.062,0.7535,Seosan
WSOCnbb,C25H22O12,-0.06,0.7607,Seosan
WSOCnbb,C25H22O3,-0.06,0.7607,Seosan
WSOCnbb,C25H22O5,-0.164,0.4053,Seosan
WSOCnbb,C25H22O5S,-0.164,0.4053,Seosan
WSOCnbb,C25H22O6,-0.264,0.174,Seosan
WSOCnbb,C25H22O6S,-0.264,0.174,Seosan
WSOCnbb,C25H22O7,-0.176,0.3712,Seosan
WSOCnbb,C25H22O7S,-0.176,0.3712,Seosan
WSOCnbb,C25H22O8,-0.232,0.2347,Seosan
WSOCnbb,C25H22O8S,-0.232,0.2347,Seosan
WSOCnbb,C25H22O9,-0.078,0.6922,Seosan
WSOCnbb,C25H22O9S,-0.078,0.6922,Seosan
WSOCnbb,C25H22S2,-0.078,0.6922,Seosan
WSOCnbb,C25H23NO10,-0.074,0.7086,Seosan
WSOCnbb,C25H23NO10S,-0.074,0.7086,Seosan
WSOCnbb,C25H23NO11,-0.036,0.8574,Seosan
WSOCnbb,C25H23NO12,0.141,0.4753,Seosan
WSOCnbb,C25H23NO13,0.046,0.8146,Seosan
WSOCnbb,C25H23NO4,0.046,0.8146,Seosan
WSOCnbb,C25H23NO5,-0.111,0.5755,Seosan
WSOCnbb,C25H23NO5S,-0.111,0.5755,Seosan
WSOCnbb,C25H23NO6,-0.168,0.392,Seosan
WSOCnbb,C25H23NO6S,-0.168,0.392,Seosan
WSOCnbb,C25H23NO7,-0.183,0.3504,Seosan
WSOCnbb,C25H23NO7S,-0.183,0.3504,Seosan
WSOCnbb,C25H23NO8,-0.009,0.9647,Seosan
WSOCnbb,C25H23NO8S,-0.009,0.9647,Seosan
WSOCnbb,C25H23NO9,-0.089,0.6537,Seosan
WSOCnbb,C25H23NO9S,-0.089,0.6537,Seosan
WSOCnbb,C25H24N2O7,-0.089,0.6537,Seosan
WSOCnbb,C25H24N2O8,-0.001,0.9972,Seosan
WSOCnbb,C25H24O10,-0.107,0.5889,Seosan
WSOCnbb,C25H24O10S,-0.055,0.78,Seosan
WSOCnbb,C25H24O11,-0.573,0.0014,Seosan
WSOCnbb,C25H24O11S,-0.573,0.0014,Seosan
WSOCnbb,C25H24O12,-0.573,0.0014,Seosan
WSOCnbb,C25H24O13,-0.284,0.1424,Seosan
WSOCnbb,C25H24O5,-0.287,0.1382,Seosan
WSOCnbb,C25H24O5S,-0.287,0.1382,Seosan
WSOCnbb,C25H24O6,-0.228,0.2427,Seosan
WSOCnbb,C25H24O6S,-0.228,0.2427,Seosan
WSOCnbb,C25H24O7,-0.199,0.3108,Seosan
WSOCnbb,C25H24O7S,-0.199,0.3108,Seosan
WSOCnbb,C25H24O8,-0.259,0.1825,Seosan
WSOCnbb,C25H24O8S,-0.259,0.1825,Seosan
WSOCnbb,C25H24O9,-0.083,0.6738,Seosan
WSOCnbb,C25H24O9S,-0.161,0.4123,Seosan
WSOCnbb,C25H25NO10,-0.125,0.5251,Seosan
WSOCnbb,C25H25NO10S,-0.125,0.5251,Seosan
WSOCnbb,C25H25NO11,0.071,0.719,Seosan
WSOCnbb,C25H25NO11S,0.071,0.719,Seosan
WSOCnbb,C25H25NO12,0.345,0.072,Seosan
WSOCnbb,C25H25NO13,0.407,0.0316,Seosan
WSOCnbb,C25H25NO14,0.174,0.3753,Seosan
WSOCnbb,C25H25NO4,0.174,0.3753,Seosan
WSOCnbb,C25H25NO5,-0.267,0.1703,Seosan
WSOCnbb,C25H25NO5S,-0.267,0.1703,Seosan
WSOCnbb,C25H25NO6,-0.148,0.4508,Seosan
WSOCnbb,C25H25NO6S,-0.148,0.4508,Seosan
WSOCnbb,C25H25NO7,-0.186,0.3446,Seosan
WSOCnbb,C25H25NO7S,-0.186,0.3446,Seosan
WSOCnbb,C25H25NO8,-0.172,0.3818,Seosan
WSOCnbb,C25H25NO8S,-0.172,0.3818,Seosan
WSOCnbb,C25H25NO9,-0.145,0.4615,Seosan
WSOCnbb,C25H25NO9S,-0.145,0.4615,Seosan
WSOCnbb,C25H26N2O10,-0.202,0.3015,Seosan
WSOCnbb,C25H26N2O7,-0.202,0.3015,Seosan
WSOCnbb,C25H26N2O8,-0.186,0.3442,Seosan
WSOCnbb,C25H26N2O8S,-0.186,0.3442,Seosan
WSOCnbb,C25H26N2O9S,-0.186,0.3442,Seosan
WSOCnbb,C25H26O10,-0.324,0.093,Seosan
WSOCnbb,C25H26O10S,-0.056,0.7766,Seosan
WSOCnbb,C25H26O11,-0.395,0.0377,Seosan
WSOCnbb,C25H26O11S,-0.395,0.0377,Seosan
WSOCnbb,C25H26O12,0.128,0.5172,Seosan
WSOCnbb,C25H26O13,-0.229,0.2404,Seosan
WSOCnbb,C25H26O3,-0.229,0.2404,Seosan
WSOCnbb,C25H26O3S,-0.229,0.2404,Seosan
WSOCnbb,C25H26O4,-0.093,0.6379,Seosan
WSOCnbb,C25H26O5,-0.166,0.3989,Seosan
WSOCnbb,C25H26O5S,-0.166,0.3989,Seosan
WSOCnbb,C25H26O6,-0.203,0.3,Seosan
WSOCnbb,C25H26O6S,-0.203,0.3,Seosan
WSOCnbb,C25H26O7,-0.14,0.477,Seosan
WSOCnbb,C25H26O7S,-0.14,0.477,Seosan
WSOCnbb,C25H26O8,-0.166,0.3974,Seosan
WSOCnbb,C25H26O8S,-0.166,0.3974,Seosan
WSOCnbb,C25H26O9,-0.087,0.6615,Seosan
WSOCnbb,C25H26O9S,-0.087,0.6615,Seosan
WSOCnbb,C25H26OS,-0.087,0.6615,Seosan
WSOCnbb,C25H27NO10,-0.059,0.7672,Seosan
WSOCnbb,C25H27NO10S,-0.059,0.7672,Seosan
WSOCnbb,C25H27NO11,0.317,0.1003,Seosan
WSOCnbb,C25H27NO11S,0.317,0.1003,Seosan
WSOCnbb,C25H27NO12,0.382,0.0447,Seosan
WSOCnbb,C25H27NO13,0.33,0.086,Seosan
WSOCnbb,C25H27NO14,0.377,0.0477,Seosan
WSOCnbb,C25H27NO4,0.377,0.0477,Seosan
WSOCnbb,C25H27NO5,0.377,0.0477,Seosan
WSOCnbb,C25H27NO5S,0.377,0.0477,Seosan
WSOCnbb,C25H27NO6,-0.151,0.4438,Seosan
WSOCnbb,C25H27NO6S,-0.151,0.4438,Seosan
WSOCnbb,C25H27NO7,-0.106,0.5905,Seosan
WSOCnbb,C25H27NO7S,-0.106,0.5905,Seosan
WSOCnbb,C25H27NO8,-0.14,0.4787,Seosan
WSOCnbb,C25H27NO8S,-0.14,0.4787,Seosan
WSOCnbb,C25H27NO9,-0.125,0.5251,Seosan
WSOCnbb,C25H27NO9S,-0.125,0.5251,Seosan
WSOCnbb,C25H28N2O7,-0.125,0.5251,Seosan
WSOCnbb,C25H28N2O8,-0.234,0.2302,Seosan
WSOCnbb,C25H28N2O8S,-0.234,0.2302,Seosan
WSOCnbb,C25H28O10,-0.525,0.0041,Seosan
WSOCnbb,C25H28O10S,0.028,0.887,Seosan
WSOCnbb,C25H28O11,0.097,0.622,Seosan
WSOCnbb,C25H28O11S,0.097,0.622,Seosan
WSOCnbb,C25H28O12,0.287,0.1389,Seosan
WSOCnbb,C25H28O13,0.443,0.0182,Seosan
WSOCnbb,C25H28O2S,0.443,0.0182,Seosan
WSOCnbb,C25H28O5,-0.167,0.3949,Seosan
WSOCnbb,C25H28O5S,-0.167,0.3949,Seosan
WSOCnbb,C25H28O6,-0.033,0.866,Seosan
WSOCnbb,C25H28O6S,-0.033,0.866,Seosan
WSOCnbb,C25H28O7,-0.132,0.5034,Seosan
WSOCnbb,C25H28O7S,-0.132,0.5034,Seosan
WSOCnbb,C25H28O8,-0.093,0.6377,Seosan
WSOCnbb,C25H28O8S,-0.093,0.6377,Seosan
WSOCnbb,C25H28O9,-0.37,0.0529,Seosan
WSOCnbb,C25H28O9S,-0.37,0.0529,Seosan
WSOCnbb,C25H29NO10,0.2,0.3067,Seosan
WSOCnbb,C25H29NO10S,0.2,0.3067,Seosan
WSOCnbb,C25H29NO11,0.234,0.231,Seosan
WSOCnbb,C25H29NO11S,0.234,0.231,Seosan
WSOCnbb,C25H29NO12,0.496,0.0073,Seosan
WSOCnbb,C25H29NO13,0.368,0.0538,Seosan
WSOCnbb,C25H29NO14,0.368,0.0541,Seosan
WSOCnbb,C25H29NO5,0.368,0.0541,Seosan
WSOCnbb,C25H29NO5S,0.368,0.0541,Seosan
WSOCnbb,C25H29NO6,-0.034,0.8635,Seosan
WSOCnbb,C25H29NO6S,-0.034,0.8635,Seosan
WSOCnbb,C25H29NO7,-0.094,0.6331,Seosan
WSOCnbb,C25H29NO7S,-0.094,0.6331,Seosan
WSOCnbb,C25H29NO8,-0.043,0.8292,Seosan
WSOCnbb,C25H29NO8S,-0.043,0.8292,Seosan
WSOCnbb,C25H29NO9,0.065,0.744,Seosan
WSOCnbb,C25H29NO9S,0.065,0.744,Seosan
WSOCnbb,C25H30N2O7,0.065,0.744,Seosan
WSOCnbb,C25H30N2O8,0.065,0.744,Seosan
WSOCnbb,C25H30N2O8S,0.065,0.744,Seosan
WSOCnbb,C25H30N2O9S,0.065,0.744,Seosan
WSOCnbb,C25H30O10,0.193,0.326,Seosan
WSOCnbb,C25H30O11,0.519,0.0047,Seosan
WSOCnbb,C25H30O12,0.443,0.0181,Seosan
WSOCnbb,C25H30O13,0.312,0.1061,Seosan
WSOCnbb,C25H30O5,-0.341,0.0754,Seosan
WSOCnbb,C25H30O6,-0.047,0.8119,Seosan
WSOCnbb,C25H30O6S,-0.047,0.8119,Seosan
WSOCnbb,C25H30O7,-0.012,0.9515,Seosan
WSOCnbb,C25H30O7S,-0.012,0.9515,Seosan
WSOCnbb,C25H30O8,-0.048,0.8068,Seosan
WSOCnbb,C25H30O8S,-0.048,0.8068,Seosan
WSOCnbb,C25H30O9,-0.153,0.4381,Seosan
WSOCnbb,C25H30O9S,-0.153,0.4381,Seosan
WSOCnbb,C25H30OS2,-0.153,0.4381,Seosan
WSOCnbb,C25H30S2,-0.153,0.4381,Seosan
WSOCnbb,C25H31NO10,0.384,0.0438,Seosan
WSOCnbb,C25H31NO11,0.326,0.09,Seosan
WSOCnbb,C25H31NO12,0.413,0.0289,Seosan
WSOCnbb,C25H31NO13,0.261,0.1805,Seosan
WSOCnbb,C25H31NO5,0.261,0.1805,Seosan
WSOCnbb,C25H31NO5S,0.261,0.1805,Seosan
WSOCnbb,C25H31NO6,-0.151,0.4438,Seosan
WSOCnbb,C25H31NO6S,-0.151,0.4438,Seosan
WSOCnbb,C25H31NO7,-0.063,0.7486,Seosan
WSOCnbb,C25H31NO7S,-0.063,0.7486,Seosan
WSOCnbb,C25H31NO8,-0.021,0.9141,Seosan
WSOCnbb,C25H31NO8S,-0.021,0.9141,Seosan
WSOCnbb,C25H31NO9,0.119,0.5453,Seosan
WSOCnbb,C25H31NO9S,0.119,0.5453,Seosan
WSOCnbb,C25H32N2O7,0.119,0.5453,Seosan
WSOCnbb,C25H32O10,0.421,0.0257,Seosan
WSOCnbb,C25H32O11,0.513,0.0053,Seosan
WSOCnbb,C25H32O12,0.356,0.0632,Seosan
WSOCnbb,C25H32O4,0.356,0.0632,Seosan
WSOCnbb,C25H32O5,-0.018,0.9257,Seosan
WSOCnbb,C25H32O6,-0.018,0.9257,Seosan
WSOCnbb,C25H32O7,-0.018,0.9257,Seosan
WSOCnbb,C25H32O7S,-0.018,0.9257,Seosan
WSOCnbb,C25H32O8,0.27,0.1649,Seosan
WSOCnbb,C25H32O8S,0.27,0.1649,Seosan
WSOCnbb,C25H32O9,0.337,0.0799,Seosan
WSOCnbb,C25H33NO10,0.57,0.0015,Seosan
WSOCnbb,C25H33NO11,0.546,0.0027,Seosan
WSOCnbb,C25H33NO12,0.454,0.0152,Seosan
WSOCnbb,C25H33NO5,0.454,0.0152,Seosan
WSOCnbb,C25H33NO6,-0.053,0.7906,Seosan
WSOCnbb,C25H33NO6S,-0.053,0.7906,Seosan
WSOCnbb,C25H33NO7,-0.095,0.6307,Seosan
WSOCnbb,C25H33NO7S,-0.095,0.6307,Seosan
WSOCnbb,C25H33NO8,0.159,0.4182,Seosan
WSOCnbb,C25H33NO8S,0.159,0.4182,Seosan
WSOCnbb,C25H33NO9,0.206,0.2934,Seosan
WSOCnbb,C25H33NO9S,0.206,0.2934,Seosan
WSOCnbb,C25H34O10,0.49,0.0081,Seosan
WSOCnbb,C25H34O10S,0.237,0.2237,Seosan
WSOCnbb,C25H34O11,0.461,0.0136,Seosan
WSOCnbb,C25H34O12,0.435,0.0206,Seosan
WSOCnbb,C25H34O4,0.435,0.0206,Seosan
WSOCnbb,C25H34O5,0.032,0.8708,Seosan
WSOCnbb,C25H34O6,0.032,0.8708,Seosan
WSOCnbb,C25H34O7,0.053,0.7885,Seosan
WSOCnbb,C25H34O7S,0.053,0.7885,Seosan
WSOCnbb,C25H34O8,0.3,0.1203,Seosan
WSOCnbb,C25H34O9,0.5,0.0067,Seosan
WSOCnbb,C25H35NO10,0.493,0.0077,Seosan
WSOCnbb,C25H35NO11,0.622,4.00E-04,Seosan
WSOCnbb,C25H35NO12,0.501,0.0067,Seosan
WSOCnbb,C25H35NO6,0.501,0.0067,Seosan
WSOCnbb,C25H35NO6S,0.501,0.0067,Seosan
WSOCnbb,C25H35NO7,-0.209,0.2855,Seosan
WSOCnbb,C25H35NO7S,-0.209,0.2855,Seosan
WSOCnbb,C25H35NO8,-0.303,0.1174,Seosan
WSOCnbb,C25H35NO8S,-0.303,0.1174,Seosan
WSOCnbb,C25H35NO9,0.363,0.0577,Seosan
WSOCnbb,C25H36O10,0.633,3.00E-04,Seosan
WSOCnbb,C25H36O10S,0.299,0.1223,Seosan
WSOCnbb,C25H36O11,0.54,0.003,Seosan
WSOCnbb,C25H36O12,0.54,0.003,Seosan
WSOCnbb,C25H36O13,0.54,0.003,Seosan
WSOCnbb,C25H36O4,0.54,0.003,Seosan
WSOCnbb,C25H36O6S,0.54,0.003,Seosan
WSOCnbb,C25H36O7,0.247,0.2054,Seosan
WSOCnbb,C25H36O7S,0.174,0.3753,Seosan
WSOCnbb,C25H36O8,0.382,0.0448,Seosan
WSOCnbb,C25H36O8S,-0.207,0.2899,Seosan
WSOCnbb,C25H36O9,0.508,0.0058,Seosan
WSOCnbb,C25H36O9S,0.468,0.0119,Seosan
WSOCnbb,C25H36S,0.468,0.0119,Seosan
WSOCnbb,C25H37NO10,0.588,0.001,Seosan
WSOCnbb,C25H37NO11,0.63,3.00E-04,Seosan
WSOCnbb,C25H37NO12,0.476,0.0104,Seosan
WSOCnbb,C25H37NO13,0.476,0.0104,Seosan
WSOCnbb,C25H37NO5,0.476,0.0104,Seosan
WSOCnbb,C25H37NO6,0.476,0.0104,Seosan
WSOCnbb,C25H37NO6S,0.476,0.0104,Seosan
WSOCnbb,C25H37NO7,-0.088,0.6573,Seosan
WSOCnbb,C25H37NO7S,-0.088,0.6573,Seosan
WSOCnbb,C25H37NO8,0.162,0.4094,Seosan
